
n=5
0.995065	4823
1.23788	2269
3.47042	2450
6.47008	2431
1.00075	2694
7.1655	2278
4.97025	2734
4.92931	2242
0.995438	2678
2.47453	2006
6.17712	1856
6.17335	1980
3.70984	2869
0.995539	2193
2.47248	3424
6.48721	1767
2.24103	1746
1.24273	1900
5.81165	2753
2.23298	2232
6.16874	1870
1.23715	1970
1.2493	1771
6.16429	2023
1.23637	1925
1.00094	2143
2.36502e-08	2472
3.71325	1790
7.41331	1783
1.2364	1760
2.36502e-08	1897
1.23684	1761
7.16428	1895
2.47851	1768
4.71724	1753
2.36502e-08	1777
4.9265	1738
2.36502e-08	1751
7.41162	1696
6.17086	1696
4.70597	1728
2.36502e-08	1918
2.47715	1739
1.00067	1716
1.2365	1715
0.252254	1738
0.995459	1737
3.71583	1798
2.47364	1751
1.2367	1716
6.00998	1870
2.36502e-08	1825
2.36502e-08	2149
7.98054	1838
1.23907	1829
6.16771	1770
1.23681	1784
2.36502e-08	1915
2.36502e-08	1878
1.23627	1808
7.73792	1737
3.47221	1733
1.23622	1742
3.23503	1742
6.17612	1782
4.95014	1740
1.23614	1742
0.995758	1741
3.4774	1735
1.99804	1765
11.1102	1745
2.36502e-08	1887
1.23719	1706
2.47371	1759
2.36502e-08	1876
2.36502e-08	1884
1.23628	1742
2.47413	1744
2.47835	1747
4.43315	1751
1.23657	1735
3.72022	1734
5.72289	1711
2.23249	1759
1.23686	1724
2.23525	1742
2.23679	1726
2.50565	1740
3.72511	1730
3.46971	1755
3.47243	1730
2.23439	1723
2.47534	1719
1.23892	1749
2.36502e-08	1874
1.23679	1740
1.23608	1753
1.00003	1729
0.995139	1786
1.23786	1753
n=10
8.4413	2070
1.00015	2156
11.0617	2152
2.25379	2058
4.51933	2166
10.9889	2076
9.89546	2186
0.000828181	2135
3.49269	2161
9.47136	2099
8.90545	2143
4.74908	2139
20.2137	2054
17.0304	2242
7.25169	2005
9.22349	2017
6.10517	2014
3.48944	2142
8.49426	2103
4.11695	2129
11.7512	2076
7.20182	2022
9.2233	2119
22.2621	2185
7.46034	2039
12.4776	2210
3.25302	2064
8.2121	2247
10.5731	2202
5.76066	2113
7.23381	2152
5.9573	2048
6.95949	2113
13.8442	2029
7.96802	2193
7.23624	2153
10.6463	2287
4.59221	2130
2.33752	2198
6.01108	2055
9.97845	2059
8.22677	2101
11.7435	2064
12.8338	2137
8.63671	2128
8.36456	2030
6.51543	2137
13.0275	2151
8.47885	2090
10.2329	2269
6.72813	2154
9.76069	2125
8.81798	2058
4.73751	2075
10.6944	2106
6.49012	2123
9.57531	2124
10.0568	2171
10.1475	2031
9.40406	2054
5.16382	2119
4.73671	2066
5.9987	2070
8.48011	2095
11.2579	2008
3.53475	2112
10.3193	1999
14.7371	2064
3.48635	2140
11.2195	2158
14.7395	2375
1.00073	2125
3.48529	2109
13.477	2064
16.8821	2217
10.3518	2266
6.2127	2073
5.61819	2033
10.1092	2070
3.49048	2068
9.3672	1986
8.76968	2187
3.49862	2217
2.25897	2145
3.5833	2146
18.235	2217
9.4347	1997
3.4867	2365
4.49099	2071
6.03034	2087
2.29572	2071
2.26303	2085
7.62293	2158
9.20911	2123
8.37053	2062
5.99878	2126
10.9956	2214
4.74584	2078
4.75996	2152
2.51097	2210
n=30
60.8144	4560
27.3518	4583
39.7014	4558
49.9895	4620
35.8687	4512
43.3245	4488
33.4218	4509
37.9987	4406
21.9023	4516
46.725	4601
30.5685	4496
53.1484	4591
40.5649	4545
54.9134	4464
37.4468	4480
35.8787	4582
29.8976	4524
17.0909	4526
53.2004	4447
41.1293	4425
23.1239	4492
20.9434	4401
54.5524	4474
50.9653	4496
42.0983	4438
61.5189	4535
48.0884	4438
42.0821	4474
36.7003	4498
28.3525	4496
39.0469	4398
28.5128	4455
39.5653	4470
38.0451	4771
43.9144	4277
30.6829	3898
39.8679	3863
36.3063	3987
58.4615	3897
30.2249	3897
33.4823	3866
37.5297	3878
37.5836	3864
33.9583	3908
52.9331	3957
43.9524	3821
44.1248	3867
42.2068	3922
34.5504	3976
38.6066	4093
34.5466	4202
34.9875	4179
29.4183	4277
59.3989	4163
53.558	4131
47.6059	4230
38.7688	4338
21.5036	4166
34.3829	4192
49.9675	4414
43.3315	4195
54.8794	4401
39.3517	4308
52.9197	4372
42.6449	4413
47.6168	4241
45.9787	4236
38.2823	4232
42.3989	4260
33.0085	4077
50.55	4323
40.0049	4278
26.9427	4224
26.3732	4157
56.5188	3931
35.9297	3945
42.0642	3956
38.7459	3690
34.0847	3963
48.0154	3930
25.3762	3966
39.674	4082
40.8171	3717
34.7783	4016
57.5482	4091
41.7295	3916
35.9492	3941
37.7494	3817
61.4544	4004
29.6642	3984
49.8151	4005
43.856	4010
48.7127	3942
44.7674	3907
44.1054	3779
34.3593	4187
20.347	3793
32.7623	4165
52.4499	3734
43.8608	3779
