
n=5
1.1921e-10	788
1.1921e-10	1099
1.1921e-10	958
1.1921e-10	641
1.1921e-10	661
1.1921e-10	687
1.1921e-10	667
1.1921e-10	642
1.1921e-10	701
1.1921e-10	645
1.1921e-10	644
1.1921e-10	691
1.1921e-10	773
1.1921e-10	710
1.1921e-10	794
1.1921e-10	709
1.1921e-10	722
1.1921e-10	874
1.1921e-10	970
1.1921e-10	824
1.1921e-10	768
1.1921e-10	939
1.1921e-10	1025
1.1921e-10	1152
1.1921e-10	1345
1.1921e-10	1352
1.1921e-10	1064
1.1921e-10	928
1.1921e-10	805
1.1921e-10	878
1.1921e-10	767
1.1921e-10	773
1.1921e-10	728
1.1921e-10	957
1.1921e-10	982
1.1921e-10	1019
1.1921e-10	866
1.1921e-10	841
1.1921e-10	1040
1.1921e-10	1190
1.1921e-10	1135
1.1921e-10	940
1.1921e-10	1051
1.1921e-10	1029
1.1921e-10	1209
1.1921e-10	1508
1.1921e-10	1418
1.1921e-10	1075
1.1921e-10	1103
1.1921e-10	1046
1.1921e-10	1057
1.1921e-10	1065
1.1921e-10	1042
1.1921e-10	1013
1.1921e-10	1026
1.1921e-10	1020
1.1921e-10	1081
1.1921e-10	1040
1.1921e-10	923
1.1921e-10	1040
1.1921e-10	1053
1.1921e-10	1038
1.1921e-10	1048
1.1921e-10	1006
1.1921e-10	990
1.1921e-10	1049
1.1921e-10	1146
1.1921e-10	1098
1.1921e-10	1114
1.1921e-10	1105
1.1921e-10	1113
1.1921e-10	1154
1.1921e-10	1356
1.1921e-10	1271
1.1921e-10	1216
1.1921e-10	1168
1.1921e-10	1248
1.1921e-10	1295
1.1921e-10	1348
1.1921e-10	1017
1.1921e-10	1027
1.1921e-10	1079
1.1921e-10	1008
1.1921e-10	1104
1.1921e-10	1224
1.1921e-10	1324
1.1921e-10	1338
1.1921e-10	1029
1.1921e-10	1059
1.1921e-10	1055
1.1921e-10	1152
1.1921e-10	1072
1.1921e-10	1029
1.1921e-10	1022
1.1921e-10	1114
1.1921e-10	1072
1.1921e-10	1159
1.1921e-10	1192
1.1921e-10	1214
1.1921e-10	1188
n=10
2.38419e-10	1614
2.38419e-10	1396
2.38419e-10	1316
2.38419e-10	1287
2.38419e-10	1302
2.38419e-10	1394
2.38419e-10	1357
2.38419e-10	1282
2.38419e-10	1413
2.38419e-10	1311
2.38419e-10	1442
2.38419e-10	1454
2.38419e-10	1277
2.38419e-10	1420
2.38419e-10	1326
2.38419e-10	1253
2.38419e-10	1386
2.38419e-10	1566
2.38419e-10	1303
2.38419e-10	1340
2.38419e-10	1342
2.38419e-10	1506
2.38419e-10	1286
2.38419e-10	1316
2.38419e-10	1269
2.38419e-10	1256
2.38419e-10	1333
2.38419e-10	1362
2.38419e-10	1429
2.38419e-10	1267
2.38419e-10	1301
2.38419e-10	1320
2.38419e-10	1301
2.38419e-10	1285
2.38419e-10	1326
2.38419e-10	1627
2.38419e-10	1253
2.38419e-10	1252
2.38419e-10	1260
2.38419e-10	1304
2.38419e-10	1371
2.38419e-10	1326
2.38419e-10	1308
2.38419e-10	1302
2.38419e-10	1301
2.38419e-10	1356
2.38419e-10	1312
2.38419e-10	1369
2.38419e-10	1327
2.38419e-10	1479
2.38419e-10	1609
2.38419e-10	1264
2.38419e-10	1251
2.38419e-10	1530
2.38419e-10	1308
2.38419e-10	1316
2.38419e-10	1288
2.38419e-10	1232
2.38419e-10	1233
2.38419e-10	1295
2.38419e-10	1255
2.38419e-10	1402
2.38419e-10	1341
2.38419e-10	1617
2.38419e-10	1335
2.38419e-10	1327
2.38419e-10	1310
2.38419e-10	1262
2.38419e-10	1405
2.38419e-10	1542
2.38419e-10	1372
2.38419e-10	1269
2.38419e-10	1348
2.38419e-10	1430
2.38419e-10	1327
2.38419e-10	1293
2.38419e-10	1386
2.38419e-10	1345
2.38419e-10	1258
2.38419e-10	1505
2.38419e-10	1343
2.38419e-10	1283
2.38419e-10	1235
2.38419e-10	1372
2.38419e-10	1400
2.38419e-10	1309
2.38419e-10	1469
2.38419e-10	1339
2.38419e-10	1327
2.38419e-10	1209
2.38419e-10	1318
2.38419e-10	1356
2.38419e-10	1269
2.38419e-10	1398
2.38419e-10	1238
2.38419e-10	1295
2.38419e-10	1267
2.38419e-10	1275
2.38419e-10	1236
2.38419e-10	1465
n=30
3.06607e-08	3630
6.30857e-08	3433
6.53745e-08	3470
5.12601e-08	3551
4.51566e-08	3485
8.33036e-08	3672
2.58923e-08	3590
4.64917e-08	3632
3.35217e-08	3581
4.22955e-08	3652
3.08514e-08	3611
2.45572e-08	3599
2.21968e-07	3591
2.70367e-08	3575
1.57833e-08	3535
3.27588e-08	3641
2.26498e-08	3607
9.58921e-08	3599
1.03712e-07	3563
3.48569e-08	3591
8.63554e-08	3555
3.65735e-08	3617
2.24591e-08	3573
7.28132e-08	3623
2.36035e-08	3448
4.9162e-08	3505
5.25952e-08	3614
5.86988e-08	3543
2.24591e-08	3608
1.50633e-07	3503
8.95979e-08	3596
4.85898e-08	3601
9.85624e-08	3544
1.49679e-07	3655
8.4448e-08	3613
2.05517e-08	3624
7.77246e-09	3441
2.43664e-08	3659
5.22138e-08	3626
7.94889e-08	3478
8.34467e-09	3498
3.86716e-08	3566
1.97888e-08	3583
1.86444e-08	3621
3.73364e-08	3520
2.79904e-08	3523
2.01703e-08	3619
5.37397e-08	3706
3.08514e-08	3511
7.9632e-09	3565
2.22683e-08	3525
3.02792e-08	3502
4.45844e-08	3478
1.99795e-08	3664
7.12873e-08	3601
6.19413e-08	3554
4.24863e-08	3731
1.78814e-08	3657
